tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2015-04-17,DKI5 (Kebon Jeruk),56.0,4.0,20.0,34.0,16.0,56.0,PM10,SEDANG
2015-04-20,DKI5 (Kebon Jeruk),53.0,4.0,18.0,72.0,11.0,72.0,O3,SEDANG
2015-04-23,DKI5 (Kebon Jeruk),20.0,5.0,7.0,27.0,4.0,27.0,O3,BAIK
2015-04-24,DKI5 (Kebon Jeruk),21.0,5.0,6.0,13.0,3.0,21.0,PM10,BAIK
2015-04-25,DKI5 (Kebon Jeruk),18.0,4.0,7.0,20.0,7.0,20.0,O3,BAIK
2015-04-26,DKI5 (Kebon Jeruk),21.0,5.0,11.0,25.0,11.0,25.0,O3,BAIK
2015-04-27,DKI5 (Kebon Jeruk),23.0,5.0,9.0,15.0,4.0,23.0,PM10,BAIK
2015-04-28,DKI5 (Kebon Jeruk),18.0,5.0,7.0,24.0,4.0,24.0,O3,BAIK
2015-04-29,DKI5 (Kebon Jeruk),19.0,5.0,6.0,22.0,4.0,22.0,O3,BAIK
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2015-05-01,DKI1 (Bunderan HI),40.0,15.0,15.0,70.0,20.0,70.0,O3,SEDANG
2015-05-02,DKI1 (Bunderan HI),57.0,16.0,19.0,61.0,15.0,61.0,O3,SEDANG
2015-05-03,DKI1 (Bunderan HI),56.0,16.0,21.0,57.0,22.0,57.0,O3,SEDANG
2015-05-04,DKI1 (Bunderan HI),51.0,16.0,40.0,54.0,16.0,54.0,O3,SEDANG
2015-05-16,DKI1 (Bunderan HI),60.0,15.0,27.0,48.0,13.0,60.0,PM10,SEDANG
2015-05-17,DKI1 (Bunderan HI),57.0,14.0,16.0,62.0,9.0,62.0,O3,SEDANG
2015-05-18,DKI1 (Bunderan HI),64.0,14.0,26.0,53.0,17.0,64.0,PM10,SEDANG
2015-05-21,DKI1 (Bunderan HI),80.0,18.0,26.0,48.0,19.0,80.0,PM10,SEDANG
2015-05-22,DKI1 (Bunderan HI),80.0,19.0,23.0,60.0,17.0,80.0,PM10,SEDANG
2015-05-23,DKI1 (Bunderan HI),80.0,22.0,21.0,51.0,15.0,80.0,PM10,SEDANG
2015-05-24,DKI1 (Bunderan HI),72.0,19.0,17.0,46.0,17.0,72.0,PM10,SEDANG
2015-05-26,DKI1 (Bunderan HI),68.0,15.0,24.0,54.0,17.0,68.0,PM10,SEDANG
2015-05-27,DKI1 (Bunderan HI),66.0,14.0,24.0,26.0,13.0,66.0,PM10,SEDANG
2015-05-01,DKI2 (Kelapa Gading),57.0,6.0,33.0,105.0,11.0,105.0,O3,TIDAK SEHAT
2015-05-02,DKI2 (Kelapa Gading),74.0,6.0,53.0,99.0,16.0,99.0,O3,SEDANG
2015-05-03,DKI2 (Kelapa Gading),60.0,21.0,35.0,61.0,21.0,61.0,O3,SEDANG
2015-05-04,DKI2 (Kelapa Gading),55.0,15.0,43.0,45.0,15.0,55.0,PM10,SEDANG
2015-05-05,DKI2 (Kelapa Gading),73.0,22.0,61.0,51.0,18.0,73.0,PM10,SEDANG
2015-05-06,DKI2 (Kelapa Gading),79.0,19.0,43.0,40.0,16.0,79.0,PM10,SEDANG
2015-05-07,DKI2 (Kelapa Gading),59.0,16.0,29.0,51.0,13.0,59.0,PM10,SEDANG
2015-05-08,DKI2 (Kelapa Gading),70.0,11.0,27.0,49.0,15.0,70.0,PM10,SEDANG
2015-05-09,DKI2 (Kelapa Gading),81.0,13.0,36.0,83.0,15.0,83.0,O3,SEDANG
2015-05-10,DKI2 (Kelapa Gading),56.0,7.0,28.0,76.0,10.0,76.0,O3,SEDANG
2015-05-11,DKI2 (Kelapa Gading),59.0,11.0,27.0,46.0,12.0,59.0,PM10,SEDANG
2015-05-12,DKI2 (Kelapa Gading),77.0,20.0,33.0,45.0,16.0,77.0,PM10,SEDANG
2015-05-13,DKI2 (Kelapa Gading),66.0,24.0,33.0,47.0,17.0,66.0,PM10,SEDANG
2015-05-14,DKI2 (Kelapa Gading),58.0,14.0,25.0,47.0,8.0,58.0,PM10,SEDANG
2015-05-15,DKI2 (Kelapa Gading),60.0,7.0,38.0,37.0,14.0,60.0,PM10,SEDANG
2015-05-16,DKI2 (Kelapa Gading),68.0,9.0,46.0,40.0,17.0,68.0,PM10,SEDANG
2015-05-17,DKI2 (Kelapa Gading),58.0,10.0,25.0,47.0,9.0,58.0,PM10,SEDANG
2015-05-18,DKI2 (Kelapa Gading),68.0,16.0,27.0,50.0,14.0,68.0,PM10,SEDANG
2015-05-19,DKI2 (Kelapa Gading),84.0,11.0,28.0,62.0,15.0,84.0,PM10,SEDANG
2015-05-20,DKI2 (Kelapa Gading),75.0,8.0,25.0,68.0,10.0,75.0,PM10,SEDANG
2015-05-21,DKI2 (Kelapa Gading),79.0,12.0,27.0,50.0,16.0,79.0,PM10,SEDANG
2015-05-22,DKI2 (Kelapa Gading),85.0,14.0,27.0,58.0,15.0,85.0,PM10,SEDANG
2015-05-23,DKI2 (Kelapa Gading),85.0,21.0,29.0,52.0,14.0,85.0,PM10,SEDANG
2015-05-24,DKI2 (Kelapa Gading),75.0,24.0,30.0,42.0,13.0,75.0,PM10,SEDANG
2015-05-25,DKI2 (Kelapa Gading),67.0,15.0,26.0,48.0,12.0,67.0,PM10,SEDANG
2015-05-26,DKI2 (Kelapa Gading),70.0,10.0,28.0,53.0,11.0,70.0,PM10,SEDANG
2015-05-27,DKI2 (Kelapa Gading),69.0,10.0,26.0,44.0,12.0,69.0,PM10,SEDANG
2015-05-28,DKI2 (Kelapa Gading),59.0,10.0,24.0,37.0,11.0,59.0,PM10,SEDANG
2015-05-29,DKI2 (Kelapa Gading),62.0,8.0,25.0,52.0,11.0,62.0,PM10,SEDANG
2015-05-30,DKI2 (Kelapa Gading),74.0,12.0,27.0,56.0,12.0,74.0,PM10,SEDANG
2015-05-31,DKI2 (Kelapa Gading),70.0,15.0,31.0,50.0,11.0,70.0,PM10,SEDANG
2015-05-01,DKI3 (Jagakarsa),12.0,11.0,27.0,77.0,8.0,77.0,O3,SEDANG
2015-05-02,DKI3 (Jagakarsa),15.0,10.0,34.0,65.0,5.0,65.0,O3,SEDANG
2015-05-03,DKI3 (Jagakarsa),16.0,10.0,31.0,96.0,9.0,96.0,O3,SEDANG
2015-05-04,DKI3 (Jagakarsa),12.0,11.0,27.0,41.0,7.0,41.0,O3,BAIK
2015-05-05,DKI3 (Jagakarsa),13.0,11.0,47.0,60.0,9.0,60.0,O3,SEDANG
2015-05-06,DKI3 (Jagakarsa),12.0,11.0,39.0,48.0,8.0,48.0,O3,BAIK
2015-05-07,DKI3 (Jagakarsa),15.0,10.0,28.0,67.0,7.0,67.0,O3,SEDANG
2015-05-08,DKI3 (Jagakarsa),15.0,12.0,24.0,49.0,7.0,49.0,O3,BAIK
2015-05-09,DKI3 (Jagakarsa),13.0,12.0,40.0,79.0,10.0,79.0,O3,SEDANG
2015-05-10,DKI3 (Jagakarsa),13.0,11.0,24.0,72.0,6.0,72.0,O3,SEDANG
2015-05-11,DKI3 (Jagakarsa),11.0,11.0,27.0,47.0,9.0,47.0,O3,BAIK
2015-05-12,DKI3 (Jagakarsa),13.0,12.0,42.0,57.0,12.0,57.0,O3,SEDANG
2015-05-13,DKI3 (Jagakarsa),11.0,12.0,30.0,58.0,9.0,58.0,O3,SEDANG
2015-05-14,DKI3 (Jagakarsa),12.0,12.0,28.0,61.0,6.0,61.0,O3,SEDANG
2015-05-15,DKI3 (Jagakarsa),15.0,10.0,30.0,53.0,7.0,53.0,O3,SEDANG
2015-05-16,DKI3 (Jagakarsa),10.0,11.0,31.0,68.0,8.0,68.0,O3,SEDANG
2015-05-17,DKI3 (Jagakarsa),14.0,11.0,37.0,66.0,5.0,66.0,O3,SEDANG
2015-05-18,DKI3 (Jagakarsa),13.0,12.0,32.0,77.0,9.0,77.0,O3,SEDANG
2015-05-19,DKI3 (Jagakarsa),25.0,12.0,31.0,105.0,8.0,105.0,O3,TIDAK SEHAT
2015-05-20,DKI3 (Jagakarsa),24.0,12.0,30.0,97.0,6.0,97.0,O3,SEDANG
2015-05-21,DKI3 (Jagakarsa),14.0,12.0,32.0,84.0,10.0,84.0,O3,SEDANG
2015-05-22,DKI3 (Jagakarsa),14.0,13.0,27.0,83.0,9.0,83.0,O3,SEDANG
2015-05-23,DKI3 (Jagakarsa),14.0,13.0,36.0,90.0,12.0,90.0,O3,SEDANG
2015-05-24,DKI3 (Jagakarsa),14.0,12.0,34.0,77.0,8.0,77.0,O3,SEDANG
2015-05-25,DKI3 (Jagakarsa),12.0,11.0,29.0,83.0,7.0,83.0,O3,SEDANG
2015-05-26,DKI3 (Jagakarsa),22.0,12.0,41.0,85.0,13.0,85.0,O3,SEDANG
2015-05-27,DKI3 (Jagakarsa),12.0,11.0,30.0,74.0,9.0,74.0,O3,SEDANG
2015-05-30,DKI3 (Jagakarsa),20.0,11.0,36.0,68.0,11.0,68.0,O3,SEDANG
2015-05-31,DKI3 (Jagakarsa),12.0,11.0,53.0,83.0,10.0,83.0,O3,SEDANG
2015-05-01,DKI4 (Lubang Buaya),56.0,17.0,16.0,92.0,9.0,92.0,O3,SEDANG
2015-05-02,DKI4 (Lubang Buaya),82.0,19.0,21.0,97.0,10.0,97.0,O3,SEDANG
2015-05-03,DKI4 (Lubang Buaya),65.0,18.0,27.0,93.0,14.0,93.0,O3,SEDANG
2015-05-04,DKI4 (Lubang Buaya),55.0,19.0,31.0,71.0,11.0,71.0,O3,SEDANG
2015-05-08,DKI4 (Lubang Buaya),72.0,22.0,15.0,53.0,13.0,72.0,PM10,SEDANG
2015-05-09,DKI4 (Lubang Buaya),83.0,15.0,27.0,58.0,11.0,83.0,PM10,SEDANG
2015-05-10,DKI4 (Lubang Buaya),57.0,19.0,21.0,57.0,14.0,57.0,PM10,SEDANG
2015-05-13,DKI4 (Lubang Buaya),75.0,18.0,23.0,63.0,13.0,75.0,PM10,SEDANG
2015-05-16,DKI4 (Lubang Buaya),67.0,17.0,13.0,92.0,10.0,92.0,O3,SEDANG
2015-05-24,DKI4 (Lubang Buaya),87.0,18.0,16.0,29.0,9.0,87.0,PM10,SEDANG
2015-05-01,DKI5 (Kebon Jeruk),36.0,5.0,10.0,67.0,10.0,67.0,O3,SEDANG
2015-05-03,DKI5 (Kebon Jeruk),49.0,6.0,23.0,60.0,18.0,60.0,O3,SEDANG
2015-05-16,DKI5 (Kebon Jeruk),18.0,10.0,24.0,47.0,12.0,47.0,O3,BAIK
2015-05-17,DKI5 (Kebon Jeruk),28.0,9.0,24.0,57.0,10.0,57.0,O3,SEDANG
2015-05-18,DKI5 (Kebon Jeruk),38.0,8.0,26.0,53.0,14.0,53.0,O3,SEDANG
2015-05-19,DKI5 (Kebon Jeruk),37.0,9.0,21.0,86.0,11.0,86.0,O3,SEDANG
2015-05-20,DKI5 (Kebon Jeruk),40.0,9.0,27.0,91.0,15.0,91.0,O3,SEDANG
2015-05-21,DKI5 (Kebon Jeruk),35.0,13.0,19.0,53.0,12.0,53.0,O3,SEDANG
2015-05-22,DKI5 (Kebon Jeruk),35.0,12.0,22.0,90.0,15.0,90.0,O3,SEDANG
2015-06-06,DKI1 (Bunderan HI),69.0,16.0,27.0,46.0,22.0,69.0,PM10,SEDANG
2015-06-16,DKI1 (Bunderan HI),80.0,32.0,28.0,59.0,29.0,80.0,PM10,SEDANG
2015-06-17,DKI1 (Bunderan HI),77.0,37.0,28.0,43.0,25.0,77.0,PM10,SEDANG
2015-06-18,DKI1 (Bunderan HI),72.0,34.0,24.0,46.0,19.0,72.0,PM10,SEDANG
2015-06-19,DKI1 (Bunderan HI),70.0,32.0,22.0,49.0,28.0,70.0,PM10,SEDANG
2015-06-20,DKI1 (Bunderan HI),72.0,37.0,17.0,43.0,25.0,72.0,PM10,SEDANG
2015-06-21,DKI1 (Bunderan HI),68.0,31.0,17.0,63.0,14.0,68.0,PM10,SEDANG
2015-06-23,DKI1 (Bunderan HI),75.0,30.0,27.0,60.0,30.0,75.0,PM10,SEDANG
2015-06-24,DKI1 (Bunderan HI),80.0,34.0,29.0,50.0,29.0,80.0,PM10,SEDANG
2015-06-25,DKI1 (Bunderan HI),83.0,33.0,36.0,39.0,23.0,83.0,PM10,SEDANG
2015-06-26,DKI1 (Bunderan HI),76.0,34.0,21.0,37.0,18.0,76.0,PM10,SEDANG
2015-06-27,DKI1 (Bunderan HI),81.0,33.0,23.0,39.0,12.0,81.0,PM10,SEDANG
2015-06-29,DKI1 (Bunderan HI),84.0,28.0,30.0,64.0,22.0,84.0,PM10,SEDANG
2015-06-01,DKI2 (Kelapa Gading),74.0,8.0,27.0,49.0,12.0,74.0,PM10,SEDANG
2015-06-02,DKI2 (Kelapa Gading),75.0,18.0,45.0,48.0,17.0,75.0,PM10,SEDANG
2015-06-03,DKI2 (Kelapa Gading),54.0,8.0,28.0,58.0,13.0,58.0,O3,SEDANG
2015-06-04,DKI2 (Kelapa Gading),66.0,7.0,25.0,39.0,8.0,66.0,PM10,SEDANG
2015-06-05,DKI2 (Kelapa Gading),58.0,10.0,26.0,43.0,10.0,58.0,PM10,SEDANG
2015-06-06,DKI2 (Kelapa Gading),73.0,15.0,32.0,55.0,17.0,73.0,PM10,SEDANG
2015-06-07,DKI2 (Kelapa Gading),66.0,7.0,37.0,53.0,9.0,66.0,PM10,SEDANG
2015-06-08,DKI2 (Kelapa Gading),75.0,12.0,37.0,43.0,14.0,75.0,PM10,SEDANG
2015-06-09,DKI2 (Kelapa Gading),71.0,12.0,31.0,30.0,13.0,71.0,PM10,SEDANG
2015-06-12,DKI2 (Kelapa Gading),72.0,8.0,43.0,107.0,19.0,107.0,O3,TIDAK SEHAT
2015-06-13,DKI2 (Kelapa Gading),81.0,28.0,29.0,78.0,14.0,81.0,PM10,SEDANG
2015-06-14,DKI2 (Kelapa Gading),73.0,13.0,36.0,71.0,14.0,73.0,PM10,SEDANG
2015-06-15,DKI2 (Kelapa Gading),75.0,15.0,36.0,72.0,19.0,75.0,PM10,SEDANG
2015-06-16,DKI2 (Kelapa Gading),74.0,11.0,39.0,69.0,20.0,74.0,PM10,SEDANG
2015-06-17,DKI2 (Kelapa Gading),81.0,18.0,32.0,60.0,17.0,81.0,PM10,SEDANG
2015-06-18,DKI2 (Kelapa Gading),78.0,16.0,29.0,52.0,16.0,78.0,PM10,SEDANG
2015-06-19,DKI2 (Kelapa Gading),78.0,20.0,27.0,87.0,14.0,87.0,O3,SEDANG
2015-06-20,DKI2 (Kelapa Gading),65.0,10.0,26.0,59.0,17.0,65.0,PM10,SEDANG
2015-06-21,DKI2 (Kelapa Gading),76.0,14.0,28.0,99.0,12.0,99.0,O3,SEDANG
2015-06-22,DKI2 (Kelapa Gading),60.0,8.0,31.0,92.0,10.0,92.0,O3,SEDANG
2015-06-23,DKI2 (Kelapa Gading),83.0,17.0,32.0,98.0,20.0,98.0,O3,SEDANG
2015-06-24,DKI2 (Kelapa Gading),86.0,17.0,34.0,66.0,17.0,86.0,PM10,SEDANG
2015-06-25,DKI2 (Kelapa Gading),77.0,15.0,38.0,53.0,17.0,77.0,PM10,SEDANG
2015-06-26,DKI2 (Kelapa Gading),83.0,20.0,29.0,51.0,15.0,83.0,PM10,SEDANG
2015-06-27,DKI2 (Kelapa Gading),77.0,23.0,31.0,53.0,12.0,77.0,PM10,SEDANG
2015-06-28,DKI2 (Kelapa Gading),67.0,21.0,26.0,84.0,11.0,84.0,O3,SEDANG
2015-06-29,DKI2 (Kelapa Gading),79.0,26.0,35.0,99.0,18.0,99.0,O3,SEDANG
2015-06-30,DKI2 (Kelapa Gading),68.0,14.0,29.0,75.0,15.0,75.0,O3,SEDANG
2015-06-01,DKI3 (Jagakarsa),10.0,11.0,35.0,53.0,8.0,53.0,O3,SEDANG
2015-06-02,DKI3 (Jagakarsa),14.0,11.0,39.0,77.0,12.0,77.0,O3,SEDANG
2015-06-03,DKI3 (Jagakarsa),12.0,10.0,30.0,84.0,5.0,84.0,O3,SEDANG
2015-06-04,DKI3 (Jagakarsa),12.0,11.0,42.0,60.0,8.0,60.0,O3,SEDANG
2015-06-05,DKI3 (Jagakarsa),34.0,12.0,31.0,51.0,8.0,51.0,O3,SEDANG
2015-06-06,DKI3 (Jagakarsa),28.0,12.0,42.0,56.0,10.0,56.0,O3,SEDANG
2015-06-07,DKI3 (Jagakarsa),34.0,11.0,35.0,65.0,6.0,65.0,O3,SEDANG
2015-06-08,DKI3 (Jagakarsa),76.0,11.0,45.0,54.0,9.0,76.0,PM10,SEDANG
2015-06-09,DKI3 (Jagakarsa),47.0,11.0,43.0,51.0,8.0,51.0,O3,SEDANG
2015-06-10,DKI3 (Jagakarsa),35.0,12.0,45.0,78.0,11.0,78.0,O3,SEDANG
2015-06-11,DKI3 (Jagakarsa),45.0,11.0,41.0,90.0,7.0,90.0,O3,SEDANG
2015-06-12,DKI3 (Jagakarsa),49.0,11.0,40.0,81.0,9.0,81.0,O3,SEDANG
2015-06-13,DKI3 (Jagakarsa),51.0,12.0,39.0,90.0,14.0,90.0,O3,SEDANG
2015-06-14,DKI3 (Jagakarsa),51.0,15.0,37.0,113.0,10.0,113.0,O3,TIDAK SEHAT
2015-06-15,DKI3 (Jagakarsa),53.0,12.0,34.0,108.0,11.0,108.0,O3,TIDAK SEHAT
2015-06-16,DKI3 (Jagakarsa),75.0,14.0,47.0,115.0,13.0,115.0,O3,TIDAK SEHAT
2015-06-17,DKI3 (Jagakarsa),55.0,13.0,48.0,78.0,18.0,78.0,O3,SEDANG
2015-06-18,DKI3 (Jagakarsa),41.0,13.0,28.0,80.0,9.0,80.0,O3,SEDANG
2015-06-19,DKI3 (Jagakarsa),23.0,12.0,30.0,87.0,7.0,87.0,O3,SEDANG
2015-06-20,DKI3 (Jagakarsa),53.0,12.0,34.0,72.0,14.0,72.0,O3,SEDANG
2015-06-21,DKI3 (Jagakarsa),35.0,13.0,28.0,88.0,8.0,88.0,O3,SEDANG
2015-06-22,DKI3 (Jagakarsa),21.0,12.0,22.0,97.0,5.0,97.0,O3,SEDANG
2015-06-23,DKI3 (Jagakarsa),39.0,13.0,29.0,79.0,16.0,79.0,O3,SEDANG
2015-06-24,DKI3 (Jagakarsa),43.0,13.0,29.0,94.0,15.0,94.0,O3,SEDANG
2015-06-25,DKI3 (Jagakarsa),33.0,14.0,38.0,72.0,18.0,72.0,O3,SEDANG
2015-06-26,DKI3 (Jagakarsa),45.0,13.0,31.0,67.0,8.0,67.0,O3,SEDANG
2015-06-27,DKI3 (Jagakarsa),33.0,13.0,34.0,61.0,11.0,61.0,O3,SEDANG
2015-06-28,DKI3 (Jagakarsa),27.0,13.0,24.0,80.0,8.0,80.0,O3,SEDANG
2015-06-29,DKI3 (Jagakarsa),27.0,13.0,30.0,74.0,9.0,74.0,O3,SEDANG
2015-06-30,DKI3 (Jagakarsa),28.0,17.0,33.0,101.0,12.0,101.0,O3,TIDAK SEHAT
2015-06-06,DKI4 (Lubang Buaya),79.0,25.0,11.0,59.0,10.0,79.0,PM10,SEDANG
2015-06-07,DKI4 (Lubang Buaya),86.0,22.0,11.0,45.0,16.0,86.0,PM10,SEDANG
2015-06-08,DKI4 (Lubang Buaya),85.0,21.0,15.0,35.0,14.0,85.0,PM10,SEDANG
2015-06-09,DKI4 (Lubang Buaya),91.0,21.0,13.0,33.0,13.0,91.0,PM10,SEDANG
2015-06-10,DKI4 (Lubang Buaya),71.0,22.0,13.0,31.0,13.0,71.0,PM10,SEDANG
2015-06-11,DKI4 (Lubang Buaya),69.0,19.0,16.0,56.0,13.0,69.0,PM10,SEDANG
2015-06-14,DKI4 (Lubang Buaya),89.0,23.0,11.0,59.0,10.0,89.0,PM10,SEDANG
2015-06-15,DKI4 (Lubang Buaya),85.0,23.0,12.0,86.0,10.0,86.0,O3,SEDANG
2015-06-16,DKI4 (Lubang Buaya),92.0,28.0,12.0,98.0,11.0,98.0,O3,SEDANG
2015-06-17,DKI4 (Lubang Buaya),115.0,27.0,12.0,66.0,18.0,115.0,PM10,TIDAK SEHAT
2015-06-18,DKI4 (Lubang Buaya),83.0,26.0,7.0,56.0,12.0,83.0,PM10,SEDANG
2015-06-19,DKI4 (Lubang Buaya),79.0,25.0,8.0,84.0,14.0,84.0,O3,SEDANG
2015-06-20,DKI4 (Lubang Buaya),79.0,24.0,7.0,77.0,11.0,79.0,PM10,SEDANG
2015-06-21,DKI4 (Lubang Buaya),92.0,26.0,10.0,74.0,17.0,92.0,PM10,SEDANG
2015-06-22,DKI4 (Lubang Buaya),98.0,24.0,8.0,65.0,20.0,98.0,PM10,SEDANG
2015-06-23,DKI4 (Lubang Buaya),109.0,26.0,9.0,73.0,15.0,109.0,PM10,TIDAK SEHAT
2015-06-24,DKI4 (Lubang Buaya),75.0,24.0,10.0,81.0,10.0,81.0,O3,SEDANG
2015-06-25,DKI4 (Lubang Buaya),84.0,27.0,13.0,64.0,20.0,84.0,PM10,SEDANG
2015-06-26,DKI4 (Lubang Buaya),83.0,25.0,8.0,49.0,14.0,83.0,PM10,SEDANG
2015-06-27,DKI4 (Lubang Buaya),82.0,25.0,10.0,45.0,12.0,82.0,PM10,SEDANG
2015-06-28,DKI4 (Lubang Buaya),72.0,25.0,7.0,67.0,9.0,72.0,PM10,SEDANG
2015-06-29,DKI4 (Lubang Buaya),94.0,28.0,10.0,101.0,12.0,101.0,O3,TIDAK SEHAT
2015-06-30,DKI4 (Lubang Buaya),95.0,30.0,8.0,86.0,11.0,95.0,PM10,SEDANG
2015-06-16,DKI5 (Kebon Jeruk),84.0,13.0,32.0,75.0,16.0,84.0,PM10,SEDANG
2015-06-17,DKI5 (Kebon Jeruk),71.0,14.0,32.0,68.0,16.0,71.0,PM10,SEDANG
2015-06-18,DKI5 (Kebon Jeruk),69.0,13.0,22.0,49.0,15.0,69.0,PM10,SEDANG
2015-06-19,DKI5 (Kebon Jeruk),77.0,12.0,26.0,74.0,13.0,77.0,PM10,SEDANG
2015-06-20,DKI5 (Kebon Jeruk),63.0,13.0,18.0,44.0,14.0,63.0,PM10,SEDANG
2015-06-21,DKI5 (Kebon Jeruk),68.0,12.0,22.0,82.0,12.0,82.0,O3,SEDANG
2015-06-22,DKI5 (Kebon Jeruk),63.0,10.0,14.0,70.0,8.0,70.0,O3,SEDANG
2015-06-23,DKI5 (Kebon Jeruk),72.0,12.0,21.0,76.0,10.0,76.0,O3,SEDANG
2015-06-24,DKI5 (Kebon Jeruk),78.0,13.0,23.0,84.0,11.0,84.0,O3,SEDANG
2015-06-28,DKI5 (Kebon Jeruk),66.0,10.0,17.0,66.0,11.0,66.0,PM10,SEDANG
2015-06-29,DKI5 (Kebon Jeruk),88.0,11.0,21.0,96.0,10.0,96.0,O3,SEDANG
2015-06-30,DKI5 (Kebon Jeruk),79.0,17.0,17.0,94.0,14.0,94.0,O3,SEDANG
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
2015-07-01,DKI1 (Bunderan HI),75.0,32.0,25.0,57.0,24.0,75.0,PM10,SEDANG
2015-07-02,DKI1 (Bunderan HI),80.0,34.0,21.0,47.0,21.0,80.0,PM10,SEDANG
2015-07-03,DKI1 (Bunderan HI),74.0,35.0,23.0,76.0,19.0,76.0,O3,SEDANG
2015-07-04,DKI1 (Bunderan HI),77.0,40.0,22.0,71.0,22.0,77.0,PM10,SEDANG
2015-07-05,DKI1 (Bunderan HI),94.0,35.0,47.0,67.0,20.0,94.0,PM10,SEDANG
2015-07-06,DKI1 (Bunderan HI),73.0,34.0,25.0,62.0,21.0,73.0,PM10,SEDANG
2015-07-07,DKI1 (Bunderan HI),69.0,37.0,27.0,59.0,27.0,69.0,PM10,SEDANG
2015-07-08,DKI1 (Bunderan HI),68.0,33.0,26.0,66.0,21.0,68.0,PM10,SEDANG
2015-07-09,DKI1 (Bunderan HI),61.0,32.0,21.0,74.0,22.0,74.0,O3,SEDANG
2015-07-10,DKI1 (Bunderan HI),62.0,35.0,18.0,56.0,27.0,62.0,PM10,SEDANG
2015-07-11,DKI1 (Bunderan HI),65.0,34.0,22.0,41.0,15.0,65.0,PM10,SEDANG
2015-07-12,DKI1 (Bunderan HI),59.0,29.0,17.0,35.0,13.0,59.0,PM10,SEDANG
2015-07-14,DKI1 (Bunderan HI),56.0,32.0,17.0,32.0,12.0,56.0,PM10,SEDANG
2015-07-15,DKI1 (Bunderan HI),54.0,32.0,16.0,34.0,12.0,54.0,PM10,SEDANG
2015-07-16,DKI1 (Bunderan HI),51.0,31.0,14.0,29.0,9.0,51.0,PM10,SEDANG
2015-07-17,DKI1 (Bunderan HI),53.0,31.0,20.0,42.0,8.0,53.0,PM10,SEDANG
2015-07-18,DKI1 (Bunderan HI),51.0,30.0,9.0,41.0,8.0,51.0,PM10,SEDANG
2015-07-19,DKI1 (Bunderan HI),51.0,29.0,8.0,39.0,8.0,51.0,PM10,SEDANG
2015-07-20,DKI1 (Bunderan HI),49.0,30.0,9.0,40.0,8.0,49.0,PM10,BAIK
2015-07-21,DKI1 (Bunderan HI),52.0,30.0,9.0,40.0,9.0,52.0,PM10,SEDANG
2015-07-25,DKI1 (Bunderan HI),60.0,32.0,15.0,46.0,12.0,60.0,PM10,SEDANG
2015-07-26,DKI1 (Bunderan HI),66.0,27.0,13.0,61.0,11.0,66.0,PM10,SEDANG
2015-07-27,DKI1 (Bunderan HI),61.0,27.0,22.0,44.0,17.0,61.0,PM10,SEDANG
2015-07-28,DKI1 (Bunderan HI),55.0,34.0,21.0,40.0,16.0,55.0,PM10,SEDANG
2015-07-29,DKI1 (Bunderan HI),64.0,33.0,22.0,41.0,17.0,64.0,PM10,SEDANG
2015-07-30,DKI1 (Bunderan HI),64.0,33.0,22.0,54.0,15.0,64.0,PM10,SEDANG
2015-07-31,DKI1 (Bunderan HI),60.0,32.0,21.0,52.0,22.0,60.0,PM10,SEDANG
2015-07-01,DKI2 (Kelapa Gading),68.0,21.0,29.0,81.0,15.0,81.0,O3,SEDANG
2015-07-02,DKI2 (Kelapa Gading),68.0,16.0,37.0,72.0,17.0,72.0,O3,SEDANG
2015-07-03,DKI2 (Kelapa Gading),63.0,14.0,31.0,83.0,18.0,83.0,O3,SEDANG
2015-07-10,DKI2 (Kelapa Gading),54.0,13.0,27.0,79.0,12.0,79.0,O3,SEDANG
2015-07-11,DKI2 (Kelapa Gading),57.0,47.0,26.0,43.0,12.0,57.0,PM10,SEDANG
2015-07-12,DKI2 (Kelapa Gading),51.0,15.0,23.0,43.0,12.0,51.0,PM10,SEDANG
2015-07-13,DKI2 (Kelapa Gading),38.0,15.0,23.0,33.0,9.0,38.0,PM10,BAIK
2015-07-14,DKI2 (Kelapa Gading),48.0,33.0,25.0,35.0,12.0,48.0,PM10,BAIK
2015-07-15,DKI2 (Kelapa Gading),42.0,24.0,24.0,30.0,9.0,42.0,PM10,BAIK
2015-07-16,DKI2 (Kelapa Gading),33.0,10.0,21.0,33.0,7.0,33.0,PM10,BAIK
2015-07-17,DKI2 (Kelapa Gading),38.0,10.0,23.0,34.0,7.0,38.0,PM10,BAIK
2015-07-18,DKI2 (Kelapa Gading),40.0,23.0,22.0,37.0,8.0,40.0,PM10,BAIK
2015-07-19,DKI2 (Kelapa Gading),38.0,9.0,21.0,37.0,6.0,38.0,PM10,BAIK
2015-07-20,DKI2 (Kelapa Gading),37.0,23.0,22.0,34.0,9.0,37.0,PM10,BAIK
2015-07-21,DKI2 (Kelapa Gading),38.0,10.0,22.0,34.0,7.0,38.0,PM10,BAIK
2015-07-22,DKI2 (Kelapa Gading),43.0,10.0,22.0,40.0,6.0,43.0,PM10,BAIK
